Date,CPU Utilization,CPU Power
2024-05-28 19:35:42,0.09766,22.33887
2024-05-28 19:35:43,0.19336,14.43911
2024-05-28 19:35:44,0.19727,18.54913
2024-05-28 19:35:45,0.09766,20.21484
2024-05-28 19:35:46,0.19336,20.62903
2024-05-28 19:35:47,0.09766,25.96842
2024-05-28 19:35:48,0.09766,20.58716
2024-05-28 19:35:49,0.19531,19.82422
2024-05-28 19:35:50,0.09766,19.59229
2024-05-28 19:35:51,0.19531,15.11637
2024-05-28 19:35:52,0.09766,19.39697
2024-05-28 19:35:53,0.19531,26.26139
2024-05-28 19:35:54,0.09766,17.53418
2024-05-28 19:35:55,0.19336,19.72870
2024-05-28 19:35:56,0.09766,20.40405
2024-05-28 19:35:57,0.19531,26.29395
2024-05-28 19:35:58,0.09766,19.23828
2024-05-28 19:35:59,0.19531,20.53223
2024-05-28 19:36:00,0.09766,26.33463
2024-05-28 19:36:01,0.19531,16.42090
2024-05-28 19:36:02,0.09766,20.08057
2024-05-28 19:36:03,0.09766,25.67546
2024-05-28 19:36:04,0.19531,18.01270
2024-05-28 19:36:05,0.19531,20.53223
2024-05-28 19:36:06,0.19531,20.30640
2024-05-28 19:36:07,0.09766,20.73364
2024-05-28 19:36:08,0.19531,19.62280
2024-05-28 19:36:09,0.09766,20.82520
2024-05-28 19:36:10,0.09668,26.11157
2024-05-28 19:36:11,0.19531,20.42847
2024-05-28 19:36:12,0.09766,16.61133
2024-05-28 19:36:13,0.19531,26.17188
2024-05-28 19:36:14,0.09766,17.17773
2024-05-28 19:36:15,0.19531,20.80078
2024-05-28 19:36:16,0.09766,26.00098
2024-05-28 19:36:17,0.19531,20.73364
2024-05-28 19:36:18,0.09766,19.87305
2024-05-28 19:36:19,0.19531,26.15560
2024-05-28 19:36:20,0.09766,20.34302
2024-05-28 19:36:21,0.09766,20.32471
2024-05-28 19:36:22,0.19531,20.55054
2024-05-28 19:36:23,0.09766,20.47729
2024-05-28 19:36:24,0.19531,21.44775
2024-05-28 19:36:25,0.09766,16.98242
2024-05-28 19:36:26,0.19531,26.63574
2024-05-28 19:36:27,0.09668,19.83142
2024-05-28 19:36:28,0.19531,20.92285
2024-05-28 19:36:29,0.09863,27.09937
2024-05-28 19:36:30,0.19531,20.74585
2024-05-28 19:36:31,0.09766,20.42236
2024-05-28 19:36:32,0.19336,19.81934
2024-05-28 19:36:33,0.09766,20.84961
2024-05-28 19:36:34,0.19531,21.66748
2024-05-28 19:36:35,0.09766,21.11816
2024-05-28 19:36:36,0.19531,16.64551
2024-05-28 19:36:37,0.09766,27.50651
2024-05-28 19:36:38,0.19531,20.89233
2024-05-28 19:36:39,0.09766,19.86084
2024-05-28 19:36:40,0.19531,20.02563
2024-05-28 19:36:41,0.09766,15.31982
2024-05-28 19:36:42,0.09766,19.73877
2024-05-28 19:36:43,0.19531,26.71712
2024-05-28 19:36:44,0.19531,17.75391
2024-05-28 19:36:45,0.09766,19.75708
2024-05-28 19:36:46,0.19531,20.01343
2024-05-28 19:36:47,0.09766,25.27669
2024-05-28 19:36:48,0.09766,18.81714
2024-05-28 19:36:49,0.19531,19.25049
2024-05-28 19:36:50,0.09766,17.99316
2024-05-28 19:36:51,0.19531,19.23828
2024-05-28 19:36:52,0.09766,18.28003
2024-05-28 19:36:53,0.19336,22.30078
2024-05-28 19:36:54,0.09863,16.28428
