CPU(%),MEM(%)
 0.0  0.1
 0.0  0.1
 0.0  0.1
 0.0  0.1
 0.0  0.2
86.0  0.2
96.0  0.2
 108  0.2
 118  0.2
 129  0.3
 140  0.3
 151  0.3
 161  0.3
 173  0.3
92.0  0.3
97.0  0.3
 103  0.3
 108  0.4
 113  0.4
 119  0.4
 124  0.4
 129  0.4
 135  0.5
93.6  0.5
97.3  0.5
 101  0.5
 104  0.5
 108  0.5
 111  0.5
 115  0.5
 119  0.6
 122  0.7
94.7  0.7
97.2  0.7
 100  0.7
 102  0.7
 105  0.7
 108  0.7
 111  0.7
 113  0.8
 116  0.9
95.2  0.9
97.4  0.9
99.6  0.9
 101  0.9
 104  0.9
 106  0.9
 108  0.9
 110  0.9
 112  0.9
 114  1.0
97.3  1.0
99.1  1.0
 101  0.9
 102  0.3
 104  0.1
 106  0.1
 108  0.1
 110  0.1
 111  0.1
97.4  0.2
99.0  0.2
 100  0.2
 102  0.2
 103  0.2
 105  0.3
 106  0.3
 108  0.3
 109  0.3
97.5  0.3
98.7  0.4
 100  0.4
 101  0.4
 102  0.4
 104  0.4
 105  0.5
 106  0.5
 108  0.5
97.4  0.5
98.6  0.5
99.8  0.5
 101  0.5
 102  0.5
 103  0.5
 104  0.5
 105  0.5
 107  0.5
97.4  0.5
98.5  0.5
99.6  0.5
 100  0.5
 101  0.5
 102  0.5
 103  0.5
 105  0.5
 106  0.5
 107  0.5
98.3  0.5
99.3  0.5
 100  0.5
 101  0.5
 102  0.5
 103  0.5
 104  0.5
 105  0.5
 106  0.5
98.2  0.5
99.1  0.5
 100  0.5
 100  0.5
 101  0.5
 102  0.5
 103  0.5
 104  0.5
 105  0.5
98.1  0.5
98.9  0.5
99.7  0.5
 100  0.5
 101  0.5
 102  0.5
 103  0.5
 103  0.5
 104  0.5
 105  0.5
98.7  0.5
99.5  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 103  0.5
 104  0.5
 104  0.5
98.6  0.5
99.4  0.5
 100  0.5
 100  0.5
 101  0.5
 102  0.5
 102  0.5
 103  0.5
 104  0.5
98.5  0.5
99.1  0.5
99.8  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 103  0.5
 103  0.5
 104  0.5
99.0  0.5
99.7  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 102  0.5
 103  0.5
 104  0.5
99.0  0.5
99.6  0.5
 100  0.5
 100  0.5
 101  0.5
 102  0.5
 102  0.5
 103  0.5
 103  0.5
98.8  0.5
99.4  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 102  0.5
 103  0.5
98.8  0.5
99.3  0.5
99.8  0.5
 100  0.5
 100  0.5
 101  0.5
 102  0.5
 102  0.5
 103  0.5
 103  0.5
99.1  0.5
99.7  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 102  0.5
 103  0.5
99.0  0.5
99.5  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 102  0.5
 103  0.5
99.0  0.5
99.4  0.5
99.9  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 102  0.5
98.9  0.5
99.3  0.5
99.8  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 102  0.5
 102  0.5
99.2  0.5
99.6  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 102  0.5
99.1  0.5
99.5  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 102  0.5
99.1  0.5
99.5  0.5
99.8  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
 102  0.5
99.0  0.5
99.4  0.5
99.8  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 102  0.5
 102  0.5
99.3  0.5
99.7  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
 102  0.5
99.2  0.5
99.6  0.5
99.9  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
 102  0.5
99.1  0.5
99.5  0.5
99.9  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
 102  0.5
99.4  0.5
99.8  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
 102  0.5
99.3  0.5
99.7  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
 102  0.5
99.3  0.5
99.6  0.5
99.9  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
99.2  0.5
99.5  0.5
99.8  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
 102  0.5
99.5  0.5
99.7  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
 101  0.5
99.4  0.5
99.7  0.5
 100  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
99.3  0.5
99.6  0.5
99.9  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
99.3  0.5
99.5  0.5
99.8  0.5
 100  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
99.5  0.5
99.8  0.5
 100  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
99.4  0.5
99.7  0.5
 100  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
99.4  0.5
99.6  0.5
99.9  0.5
 100  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
99.3  0.5
99.6  0.5
99.8  0.5
 100  0.5
 100  0.5
 100  0.5
 100  0.5
 101  0.5
 101  0.5
 101  0.5
99.5  0.5
99.8  0.5
 100  0.5
