Date,CPU Utilization,CPU Power
2024-05-29 12:52:33,0.09766,17.05322
2024-05-29 12:52:34,0.19531,17.61475
2024-05-29 12:52:35,0.09766,14.42383
2024-05-29 12:52:36,0.19727,17.76624
2024-05-29 12:52:37,0.09766,25.83008
2024-05-29 12:52:38,0.19531,19.25049
2024-05-29 12:52:39,0.09668,19.87976
2024-05-29 12:52:40,0.09766,25.83008
2024-05-29 12:52:41,0.19531,16.70898
2024-05-29 12:52:42,0.09766,25.60221
2024-05-29 12:52:43,0.19531,24.20247
2024-05-29 12:52:44,0.09766,16.79688
2024-05-29 12:52:45,0.19531,19.45801
2024-05-29 12:52:46,0.09766,19.25049
2024-05-29 12:52:47,0.19531,25.00000
2024-05-29 12:52:48,0.09766,17.11426
2024-05-29 12:52:49,0.19531,18.17627
2024-05-29 12:52:50,0.09766,17.83447
2024-05-29 12:52:51,0.09766,23.81185
2024-05-29 12:52:52,0.19531,18.33496
2024-05-29 12:52:53,0.09766,17.45605
2024-05-29 12:52:54,0.19531,13.45215
2024-05-29 12:52:55,0.09668,15.14004
2024-05-29 12:52:56,0.19531,21.76107
2024-05-29 12:52:57,0.09766,17.01660
2024-05-29 12:52:58,0.19531,16.44287
2024-05-29 12:52:59,0.09863,22.24170
2024-05-29 12:53:00,0.19336,17.54736
2024-05-29 12:53:01,0.09766,16.69922
2024-05-29 12:53:02,0.19531,13.85742
2024-05-29 12:53:03,0.09766,20.26367
2024-05-29 12:53:04,0.09766,16.39404
2024-05-29 12:53:05,0.19531,15.62500
2024-05-29 12:53:06,0.19531,17.41943
2024-05-29 12:53:07,0.09766,16.83350
2024-05-29 12:53:08,0.19531,17.11426
2024-05-29 12:53:09,0.09766,16.43066
2024-05-29 12:53:10,0.19531,17.56592
2024-05-29 12:53:11,0.09766,22.44466
2024-05-29 12:53:12,0.09766,16.39404
2024-05-29 12:53:13,0.19531,17.12646
2024-05-29 12:53:14,0.09766,14.40430
2024-05-29 12:53:15,0.19531,17.99316
2024-05-29 12:53:16,0.09668,16.18176
2024-05-29 12:53:17,0.19531,21.59831
2024-05-29 12:53:18,0.09863,17.50732
2024-05-29 12:53:19,0.19336,16.39929
2024-05-29 12:53:20,0.09766,16.00342
2024-05-29 12:53:21,0.19531,18.01758
2024-05-29 12:53:22,0.09766,21.85872
2024-05-29 12:53:23,0.09766,17.18750
2024-05-29 12:53:24,0.19531,14.26758
2024-05-29 12:53:25,0.09668,16.68933
2024-05-29 12:53:26,0.19531,14.97070
2024-05-29 12:53:27,0.09863,16.79224
2024-05-29 12:53:28,0.19336,16.74976
2024-05-29 12:53:29,0.09766,16.43066
2024-05-29 12:53:30,0.19531,22.62370
2024-05-29 12:53:31,0.09766,14.22852
2024-05-29 12:53:32,0.19531,16.41846
2024-05-29 12:53:33,0.09766,21.90755
2024-05-29 12:53:34,0.09766,15.04883
2024-05-29 12:53:35,0.19531,17.68799
2024-05-29 12:53:36,0.19531,17.66357
2024-05-29 12:53:37,0.09766,16.05225
2024-05-29 12:53:38,0.19531,22.10287
2024-05-29 12:53:39,0.09766,17.34619
2024-05-29 12:53:40,0.09668,15.89172
2024-05-29 12:53:41,0.19727,16.89087
2024-05-29 12:53:42,0.09766,17.22412
2024-05-29 12:53:43,0.19531,21.77734
2024-05-29 12:53:44,0.09668,14.90801
2024-05-29 12:53:45,0.19727,17.31006
2024-05-29 12:53:46,0.09668,16.13342
2024-05-29 12:53:47,0.19531,17.50488
2024-05-29 12:53:48,0.09766,21.69596
2024-05-29 12:53:49,0.19531,16.63818
2024-05-29 12:53:50,0.09863,17.02649
2024-05-29 12:53:51,0.19531,16.97998
2024-05-29 12:53:52,0.09668,16.94312
2024-05-29 12:53:53,0.09766,16.14990
2024-05-29 12:53:54,0.19531,17.84668
2024-05-29 12:53:55,0.09766,14.71680
2024-05-29 12:53:56,0.19531,21.82617
2024-05-29 12:53:57,0.09766,13.33984
2024-05-29 12:53:58,0.19531,20.84961
2024-05-29 12:53:59,0.09766,15.13672
2024-05-29 12:54:00,0.19336,15.54126
2024-05-29 12:54:01,0.09766,12.05241
2024-05-29 12:54:02,0.19531,20.27995
2024-05-29 12:54:03,0.09766,16.71143
2024-05-29 12:54:04,0.09766,13.30078
2024-05-29 12:54:05,0.19336,15.01436
2024-05-29 12:54:06,0.19727,17.74158
2024-05-29 12:54:07,0.09668,21.06006
2024-05-29 12:54:08,0.19727,14.31162
2024-05-29 12:54:09,0.09668,22.09131
2024-05-29 12:54:10,0.19531,16.45508
2024-05-29 12:54:11,0.09863,17.60596
2024-05-29 12:54:12,0.09766,16.43066
2024-05-29 12:54:13,0.19336,17.51111
2024-05-29 12:54:14,0.09766,17.84668
2024-05-29 12:54:15,0.19531,16.89453
2024-05-29 12:54:16,0.09863,17.67993
2024-05-29 12:54:17,0.19531,21.53320
2024-05-29 12:54:18,0.09668,17.13647
2024-05-29 12:54:19,0.19531,16.44287
