Source,Energy_Consumption_Joules
power-codon-2857026.csv,57.576895
power-codon-2873027.csv,61.635585
power-codon-2886067.csv,61.75894000000001
power-codon-2886919.csv,52.69703
power-codon-2888636.csv,54.52847999999999
power-codon-2890498.csv,60.75865499999999
power-codon-2891323.csv,53.953779999999995
power-codon-2892173.csv,60.896404999999994
power-codon-2900206.csv,59.30956499999999
power-codon-2901049.csv,54.11599
power-cpp-2864820.csv,104.35236500000002
power-cpp-2873735.csv,101.10189
power-cpp-2881688.csv,103.64811500000002
power-cpp-2882429.csv,95.413515
power-cpp-2883312.csv,102.517745
power-cpp-2884195.csv,103.50429
power-cpp-2885076.csv,102.90722500000001
power-cpp-2887651.csv,100.940345
power-cpp-2889368.csv,102.72983000000002
power-cpp-2901782.csv,103.297695
power-python-2857645.csv,2116.111109999998
power-python-2865580.csv,2107.3719649999985
power-python-2874479.csv,2103.3356249999997
power-python-2892882.csv,2122.0747000000047
power-python-2902527.csv,2117.1485600000015
power-python-2909703.csv,2111.537114999999
power-python-2916778.csv,2091.1913600000044
power-python-2923857.csv,2083.0848849999966
power-python-2931030.csv,2109.1166749999975
power-python-2938116.csv,2100.973345000006
