Date,CPU Utilization,CPU Power
2024-05-18 12:39:25,0.19336,25.21729
2024-05-18 12:39:26,0.09863,19.24573
2024-05-18 12:39:27,0.19531,20.04395
2024-05-18 12:39:28,0.09668,25.57178
2024-05-18 12:39:29,0.19531,19.87305
2024-05-18 12:39:30,0.09766,17.82227
2024-05-18 12:39:31,0.19531,19.40918
2024-05-18 12:39:32,0.09766,18.04199
2024-05-18 12:39:33,0.19531,17.00439
2024-05-18 12:39:34,0.09766,21.58203
2024-05-18 12:39:35,0.19336,19.23926
2024-05-18 12:39:36,0.09766,19.22607
2024-05-18 12:39:37,0.19531,25.21159
2024-05-18 12:39:38,0.09766,19.56787
2024-05-18 12:39:39,0.09668,18.98547
2024-05-18 12:39:40,0.19531,13.75558
2024-05-18 12:39:41,0.19531,19.60449
2024-05-18 12:39:42,0.09766,25.55338
2024-05-18 12:39:43,0.19531,19.73877
2024-05-18 12:39:44,0.09766,18.79883
2024-05-18 12:39:45,0.09766,19.88525
2024-05-18 12:39:46,0.19531,25.71615
2024-05-18 12:39:47,0.09766,25.34180
2024-05-18 12:39:48,0.19531,20.09277
2024-05-18 12:39:49,0.09766,18.85986
2024-05-18 12:39:50,0.19531,16.68945
2024-05-18 12:39:51,0.09766,20.70313
2024-05-18 12:39:52,0.19531,18.93311
2024-05-18 12:39:53,0.09766,20.09277
2024-05-18 12:39:54,0.19531,25.00000
2024-05-18 12:39:55,0.09668,25.05615
2024-05-18 12:39:56,0.19531,20.01953
2024-05-18 12:39:57,0.09766,18.96973
2024-05-18 12:39:58,0.19531,25.47201
2024-05-18 12:39:59,0.09766,20.44678
2024-05-18 12:40:00,0.19727,17.36924
2024-05-18 12:40:01,0.09766,16.58203
2024-05-18 12:40:02,0.19336,24.89502
2024-05-18 12:40:03,0.09766,18.79883
2024-05-18 12:40:04,0.19531,19.89746
2024-05-18 12:40:05,0.09766,24.88607
2024-05-18 12:40:06,0.19336,19.75891
2024-05-18 12:40:07,0.09766,18.99414
2024-05-18 12:40:08,0.09766,25.32552
2024-05-18 12:40:09,0.19531,19.79980
2024-05-18 12:40:10,0.09766,17.02148
2024-05-18 12:40:11,0.19531,19.42139
2024-05-18 12:40:12,0.09766,19.93408
2024-05-18 12:40:13,0.19531,25.40690
2024-05-18 12:40:14,0.09766,16.00586
2024-05-18 12:40:15,0.19531,25.43945
2024-05-18 12:40:16,0.09766,24.98372
2024-05-18 12:40:17,0.19336,19.51721
2024-05-18 12:40:18,0.09766,18.93311
2024-05-18 12:40:19,0.19531,25.17904
2024-05-18 12:40:20,0.09668,14.55029
2024-05-18 12:40:21,0.19531,26.13932
2024-05-18 12:40:22,0.09863,20.18274
2024-05-18 12:40:23,0.09668,18.64709
2024-05-18 12:40:24,0.19531,24.95117
2024-05-18 12:40:25,0.09766,16.20117
2024-05-18 12:40:26,0.19531,25.17904
2024-05-18 12:40:27,0.09766,19.68994
2024-05-18 12:40:28,0.19531,25.13021
2024-05-18 12:40:29,0.09766,19.50684
2024-05-18 12:40:30,0.19531,14.98210
2024-05-18 12:40:31,0.19531,19.60449
2024-05-18 12:40:32,0.09766,25.16276
2024-05-18 12:40:33,0.09766,19.79980
2024-05-18 12:40:34,0.19531,25.17904
2024-05-18 12:40:35,0.09668,19.61389
2024-05-18 12:40:36,0.19531,18.96973
2024-05-18 12:40:37,0.09766,24.85352
2024-05-18 12:40:38,0.19531,19.82422
2024-05-18 12:40:39,0.09766,19.36035
2024-05-18 12:40:40,0.19336,17.16064
2024-05-18 12:40:41,0.09766,20.11719
2024-05-18 12:40:42,0.19531,18.90869
2024-05-18 12:40:43,0.09766,20.06836
2024-05-18 12:40:44,0.09766,24.82096
2024-05-18 12:40:45,0.19531,25.35807
2024-05-18 12:40:46,0.09766,15.77148
2024-05-18 12:40:47,0.19531,25.56966
2024-05-18 12:40:48,0.09766,19.53125
2024-05-18 12:40:49,0.19531,16.66016
2024-05-18 12:40:50,0.09766,17.03125
2024-05-18 12:40:51,0.19336,20.44775
2024-05-18 12:40:52,0.09766,18.82324
2024-05-18 12:40:53,0.19531,25.48828
2024-05-18 12:40:54,0.09766,19.88525
2024-05-18 12:40:55,0.19531,19.10400
2024-05-18 12:40:56,0.09766,19.92188
2024-05-18 12:40:57,0.19531,25.42318
2024-05-18 12:40:58,0.09863,19.06079
2024-05-18 12:40:59,0.19531,20.25146
2024-05-18 12:41:00,0.09766,17.06055
2024-05-18 12:41:01,0.19531,19.55566
2024-05-18 12:41:02,0.09766,19.92188
2024-05-18 12:41:03,0.19336,25.23340
2024-05-18 12:41:04,0.09766,19.95850
2024-05-18 12:41:05,0.19531,18.94531
2024-05-18 12:41:06,0.09766,25.56966
2024-05-18 12:41:07,0.19531,19.78760
2024-05-18 12:41:08,0.09766,18.88428
2024-05-18 12:41:09,0.19531,19.78760
2024-05-18 12:41:10,0.09766,16.86523
2024-05-18 12:41:11,0.19531,26.12305
2024-05-18 12:41:12,0.09766,20.01953
2024-05-18 12:41:13,0.19336,18.85254
2024-05-18 12:41:14,0.09766,25.03255
2024-05-18 12:41:15,0.19531,19.73877
2024-05-18 12:41:16,0.09766,19.04297
2024-05-18 12:41:17,0.09766,19.92188
2024-05-18 12:41:18,0.19531,25.19531
2024-05-18 12:41:19,0.09766,19.06738
2024-05-18 12:41:20,0.19531,17.68555
2024-05-18 12:41:21,0.09766,19.62891
2024-05-18 12:41:22,0.19531,25.04883
2024-05-18 12:41:23,0.09766,19.78760
2024-05-18 12:41:24,0.19531,18.70117
2024-05-18 12:41:25,0.09766,19.55566
2024-05-18 12:41:26,0.19531,25.24414
2024-05-18 12:41:27,0.09766,18.83545
2024-05-18 12:41:28,0.19531,20.14160
2024-05-18 12:41:29,0.09766,25.76497
2024-05-18 12:41:30,0.19531,14.83561
2024-05-18 12:41:31,0.09668,26.32910
2024-05-18 12:41:32,0.19531,18.98193
2024-05-18 12:41:33,0.09766,19.99512
2024-05-18 12:41:34,0.19531,18.77441
2024-05-18 12:41:35,0.09766,25.27669
2024-05-18 12:41:36,0.19531,19.84863
2024-05-18 12:41:37,0.09766,18.85986
2024-05-18 12:41:38,0.19531,20.20264
2024-05-18 12:41:39,0.09766,25.34180
2024-05-18 12:41:40,0.19531,-163822.21875
2024-05-18 12:41:41,0.09766,20.22996
2024-05-18 12:41:42,0.19531,19.02390
2024-05-18 12:41:43,0.09766,25.41916
2024-05-18 12:41:44,0.09766,19.81010
2024-05-18 12:41:45,0.19531,18.50992
2024-05-18 12:41:46,0.09766,19.98690
2024-05-18 12:41:47,0.19531,25.29132
2024-05-18 12:41:48,0.09766,18.76025
2024-05-18 12:41:49,0.19531,19.51780
2024-05-18 12:41:50,0.09766,12.90328
2024-05-18 12:41:51,0.19531,20.65840
2024-05-18 12:41:52,0.09766,25.20355
2024-05-18 12:41:53,0.19531,18.85006
2024-05-18 12:41:54,0.09668,19.48561
2024-05-18 12:41:55,0.19531,19.29703
2024-05-18 12:41:56,0.09766,25.00280
2024-05-18 12:41:57,0.19531,20.06793
2024-05-18 12:41:58,0.09766,25.39043
2024-05-18 12:41:59,0.09766,16.40465
2024-05-18 12:42:00,0.19336,21.03734
