Date,CPU Utilization,CPU Power
2024-05-28 00:35:57,0.24609,17.84756
2024-05-28 00:35:58,0.12598,18.18787
2024-05-28 00:35:59,0.24609,18.28207
2024-05-28 00:36:00,0.25000,18.32813
2024-05-28 00:36:01,0.12500,20.61161
2024-05-28 00:36:02,0.25000,18.55859
2024-05-28 00:36:03,0.12500,20.19197
2024-05-28 00:36:04,0.24609,18.06097
2024-05-28 00:36:05,0.25000,17.86328
2024-05-28 00:36:06,0.12305,18.43781
2024-05-28 00:36:07,0.24609,17.95908
2024-05-28 00:36:08,0.25000,20.43750
2024-05-28 00:36:09,0.12500,17.85352
2024-05-28 00:36:10,0.24414,18.04543
2024-05-28 00:36:11,0.12598,20.30472
2024-05-28 00:36:12,0.24609,16.09180
2024-05-28 00:36:13,0.24805,20.52588
2024-05-28 00:36:14,0.12500,20.20982
2024-05-28 00:36:15,0.24805,18.12486
2024-05-28 00:36:16,0.11133,13.54724
2024-05-28 00:36:17,0.24609,18.02444
2024-05-28 00:36:18,0.24805,18.01634
2024-05-28 00:36:19,0.12305,17.16504
2024-05-28 00:36:20,0.24609,18.33206
2024-05-28 00:36:21,0.25000,20.18080
2024-05-28 00:36:22,0.12500,17.75781
2024-05-28 00:36:23,0.25000,18.73438
2024-05-28 00:36:24,0.12598,20.50493
2024-05-28 00:36:25,0.24805,17.83612
2024-05-28 00:36:26,0.24414,18.39638
2024-05-28 00:36:27,0.12305,17.53226
2024-05-28 00:36:28,0.24805,18.33803
2024-05-28 00:36:29,0.25195,20.89186
2024-05-28 00:36:30,0.12305,17.67838
2024-05-28 00:36:31,0.25000,18.35938
2024-05-28 00:36:32,0.12402,20.19810
2024-05-28 00:36:33,0.24609,17.89755
2024-05-28 00:36:34,0.25000,17.44336
2024-05-28 00:36:35,0.12402,19.71087
2024-05-28 00:36:36,0.23633,15.94722
2024-05-28 00:36:37,0.24805,20.15381
2024-05-28 00:36:38,0.12500,17.87305
2024-05-28 00:36:39,0.25000,18.51953
2024-05-28 00:36:40,0.12402,17.90782
2024-05-28 00:36:41,0.24414,17.96913
2024-05-28 00:36:42,0.25000,20.29018
2024-05-28 00:36:43,0.12500,20.23661
2024-05-28 00:36:44,0.24414,17.39502
2024-05-28 00:36:45,0.25000,17.99219
2024-05-28 00:36:46,0.12012,18.07201
2024-05-28 00:36:47,0.24609,18.04944
2024-05-28 00:36:48,0.12500,18.10352
2024-05-28 00:36:49,0.24805,18.12099
2024-05-28 00:36:50,0.23047,15.24135
2024-05-28 00:36:51,0.12598,20.87162
2024-05-28 00:36:52,0.24805,18.28764
2024-05-28 00:36:53,0.24414,17.63535
2024-05-28 00:36:54,0.12402,17.91364
2024-05-28 00:36:55,0.24805,20.28669
2024-05-28 00:36:56,0.12109,17.89160
2024-05-28 00:36:57,0.24609,16.10205
2024-05-28 00:36:58,0.25195,20.60167
2024-05-28 00:36:59,0.12402,20.19589
2024-05-28 00:37:00,0.24414,17.93480
2024-05-28 00:37:01,0.12402,17.54932
2024-05-28 00:37:02,0.24805,20.84037
2024-05-28 00:37:03,0.24805,17.74117
2024-05-28 00:37:04,0.12500,20.55357
2024-05-28 00:37:05,0.24805,16.12649
2024-05-28 00:37:06,0.24219,17.90485
2024-05-28 00:37:07,0.12402,20.22689
2024-05-28 00:37:08,0.24609,18.35129
2024-05-28 00:37:09,0.12598,18.07567
2024-05-28 00:37:10,0.24414,18.05878
2024-05-28 00:37:11,0.25000,17.85156
2024-05-28 00:37:12,0.12598,20.57917
2024-05-28 00:37:13,0.24609,17.96869
2024-05-28 00:37:14,0.25000,20.25000
2024-05-28 00:37:15,0.12305,17.74951
2024-05-28 00:37:16,0.24023,17.63095
2024-05-28 00:37:17,0.24805,18.20819
2024-05-28 00:37:18,0.12305,20.48071
2024-05-28 00:37:19,0.25000,17.94531
2024-05-28 00:37:20,0.12305,20.27417
2024-05-28 00:37:21,0.24414,17.68303
2024-05-28 00:37:22,0.24805,17.88069
2024-05-28 00:37:23,0.12500,18.50977
2024-05-28 00:37:24,0.24805,20.23354
2024-05-28 00:37:25,0.12500,17.78516
2024-05-28 00:37:26,0.24609,18.94922
2024-05-28 00:37:27,0.24805,17.76442
2024-05-28 00:37:28,0.12305,19.66333
2024-05-28 00:37:29,0.24609,17.42651
2024-05-28 00:37:30,0.11230,14.61677
2024-05-28 00:37:31,0.24805,17.83612
2024-05-28 00:37:32,0.12402,17.10942
2024-05-28 00:37:33,0.12402,19.85925
2024-05-28 00:37:34,0.24609,17.53802
2024-05-28 00:37:35,0.12402,20.03200
2024-05-28 00:37:36,0.24023,17.48643
2024-05-28 00:37:37,0.12500,20.36161
2024-05-28 00:37:38,0.24609,17.07660
2024-05-28 00:37:39,0.12305,17.88602
2024-05-28 00:37:40,0.24805,17.73341
2024-05-28 00:37:41,0.12500,20.34598
2024-05-28 00:37:42,0.24609,17.47650
2024-05-28 00:37:43,0.12402,19.93012
2024-05-28 00:37:44,0.24609,17.76682
2024-05-28 00:37:45,0.12500,19.96652
2024-05-28 00:37:46,0.23828,17.51926
2024-05-28 00:37:47,0.12109,15.88851
2024-05-28 00:37:48,0.24805,20.07851
2024-05-28 00:37:49,0.12402,17.69078
2024-05-28 00:37:50,0.24219,17.38074
