Date,CPU Utilization,CPU Power
2024-05-26 17:18:01,0.09766,20.02869
2024-05-26 17:18:02,0.09766,25.79142
2024-05-26 17:18:03,0.19336,20.32539
2024-05-26 17:18:04,0.09766,19.52972
2024-05-26 17:18:05,0.19531,25.84432
2024-05-26 17:18:06,0.09766,20.24841
2024-05-26 17:18:07,0.19531,16.84937
2024-05-26 17:18:08,0.09766,20.55817
2024-05-26 17:18:09,0.19531,25.97656
2024-05-26 17:18:10,0.09766,19.82269
2024-05-26 17:18:11,0.19531,20.39948
2024-05-26 17:18:12,0.09766,26.56454
2024-05-26 17:18:13,0.19531,20.30334
2024-05-26 17:18:14,0.09766,19.46259
2024-05-26 17:18:15,0.19531,19.76013
2024-05-26 17:18:16,0.09766,27.32544
2024-05-26 17:18:17,0.19531,16.79077
2024-05-26 17:18:18,0.09766,20.54901
2024-05-26 17:18:19,0.19531,20.83130
2024-05-26 17:18:20,0.09766,26.60522
2024-05-26 17:18:21,0.19531,20.46051
2024-05-26 17:18:22,0.09766,19.42291
2024-05-26 17:18:23,0.19531,26.39974
2024-05-26 17:18:24,0.09766,20.46204
2024-05-26 17:18:25,0.19531,19.79828
2024-05-26 17:18:26,0.09766,20.27130
2024-05-26 17:18:27,0.19531,16.98486
2024-05-26 17:18:28,0.09766,26.18001
2024-05-26 17:18:29,0.19531,20.26978
2024-05-26 17:18:30,0.09766,19.92493
2024-05-26 17:18:31,0.09766,16.55762
2024-05-26 17:18:32,0.19531,20.64209
2024-05-26 17:18:33,0.09766,26.15763
2024-05-26 17:18:34,0.19336,19.82991
2024-05-26 17:18:35,0.09766,19.41986
2024-05-26 17:18:36,0.19531,25.96436
2024-05-26 17:18:37,0.09766,17.75879
2024-05-26 17:18:38,0.19531,19.60144
2024-05-26 17:18:39,0.09766,25.76294
2024-05-26 17:18:40,0.19531,16.55518
2024-05-26 17:18:41,0.09766,26.14339
2024-05-26 17:18:42,0.19531,20.27893
2024-05-26 17:18:43,0.09766,19.56635
2024-05-26 17:18:44,0.09766,26.13525
2024-05-26 17:18:45,0.19531,20.17212
2024-05-26 17:18:46,0.09766,19.77081
2024-05-26 17:18:47,0.19531,18.19092
2024-05-26 17:18:48,0.19531,20.69092
2024-05-26 17:18:49,0.09766,20.02869
2024-05-26 17:18:50,0.19531,20.70923
2024-05-26 17:18:51,0.09766,25.86873
2024-05-26 17:18:52,0.19531,19.97528
2024-05-26 17:18:53,0.09766,20.59631
2024-05-26 17:18:54,0.09766,20.00427
2024-05-26 17:18:55,0.19531,20.30029
2024-05-26 17:18:56,0.09766,19.67010
2024-05-26 17:18:57,0.19531,21.00220
2024-05-26 17:18:58,0.19531,20.70465
2024-05-26 17:18:59,0.09766,19.50531
2024-05-26 17:19:00,0.09766,26.96533
2024-05-26 17:19:01,0.19531,16.43311
2024-05-26 17:19:02,0.09766,25.80160
2024-05-26 17:19:03,0.19531,20.63904
2024-05-26 17:19:04,0.09668,19.25436
2024-05-26 17:19:05,0.19531,25.86466
2024-05-26 17:19:06,0.09766,20.40100
2024-05-26 17:19:07,0.19531,14.97599
2024-05-26 17:19:08,0.09766,20.60242
2024-05-26 17:19:09,0.19531,19.57092
2024-05-26 17:19:10,0.09766,26.33463
2024-05-26 17:19:11,0.19336,20.10938
2024-05-26 17:19:12,0.09766,19.54956
2024-05-26 17:19:13,0.19531,19.59534
2024-05-26 17:19:14,0.09766,27.62858
2024-05-26 17:19:15,0.09766,19.54956
2024-05-26 17:19:16,0.19531,20.54901
2024-05-26 17:19:17,0.19531,21.07849
2024-05-26 17:19:18,0.09766,20.73517
2024-05-26 17:19:19,0.19531,20.67108
2024-05-26 17:19:20,0.09766,20.01953
2024-05-26 17:19:21,0.19531,20.41016
2024-05-26 17:19:22,0.09766,19.56024
2024-05-26 17:19:23,0.19531,26.26139
2024-05-26 17:19:24,0.09766,20.49408
2024-05-26 17:19:25,0.19531,19.44885
2024-05-26 17:19:26,0.09766,26.15560
2024-05-26 17:19:27,0.19531,17.69043
2024-05-26 17:19:28,0.09766,26.15967
2024-05-26 17:19:29,0.19531,20.18280
2024-05-26 17:19:30,0.09766,19.82269
2024-05-26 17:19:31,0.09668,19.30875
2024-05-26 17:19:32,0.19531,20.31708
2024-05-26 17:19:33,0.09766,26.24715
2024-05-26 17:19:34,0.19531,19.70215
2024-05-26 17:19:35,0.09766,20.37659
2024-05-26 17:19:36,0.19531,26.41602
2024-05-26 17:19:37,0.09766,13.20365
2024-05-26 17:19:38,0.19531,19.62280
2024-05-26 17:19:39,0.09766,26.16577
2024-05-26 17:19:40,0.19531,20.95032
2024-05-26 17:19:41,0.09766,19.90662
2024-05-26 17:19:42,0.09766,20.44373
2024-05-26 17:19:43,0.19531,26.12305
2024-05-26 17:19:44,0.09766,19.58618
2024-05-26 17:19:45,0.19531,20.16907
2024-05-26 17:19:46,0.09766,19.68994
2024-05-26 17:19:47,0.19531,21.69342
2024-05-26 17:19:48,0.19531,17.31934
2024-05-26 17:19:49,0.09766,26.06608
2024-05-26 17:19:50,0.19336,16.29294
2024-05-26 17:19:51,0.09766,26.04370
2024-05-26 17:19:52,0.19727,19.93616
2024-05-26 17:19:53,0.09668,20.44624
