Date,CPU Utilization,CPU Power
2024-05-19 15:15:28,0.09766,20.19043
2024-05-19 15:15:29,0.19531,19.54346
2024-05-19 15:15:30,0.09766,21.03271
2024-05-19 15:15:31,0.19531,12.85575
2024-05-19 15:15:32,0.19531,26.05794
2024-05-19 15:15:33,0.09766,19.89746
2024-05-19 15:15:34,0.19531,19.26270
2024-05-19 15:15:35,0.09766,19.25049
2024-05-19 15:15:36,0.09766,26.93685
2024-05-19 15:15:37,0.19531,19.06738
2024-05-19 15:15:38,0.09766,26.35091
2024-05-19 15:15:39,0.19531,15.92773
2024-05-19 15:15:40,0.09766,17.24609
2024-05-19 15:15:41,0.19531,20.27588
2024-05-19 15:15:42,0.09766,25.87891
2024-05-19 15:15:43,0.19531,19.22607
2024-05-19 15:15:44,0.09766,20.38574
2024-05-19 15:15:45,0.19531,25.35807
2024-05-19 15:15:46,0.09766,19.99512
2024-05-19 15:15:47,0.19531,25.29297
2024-05-19 15:15:48,0.09766,19.21387
2024-05-19 15:15:49,0.09766,20.43457
2024-05-19 15:15:50,0.19531,17.07031
2024-05-19 15:15:51,0.19531,19.28711
2024-05-19 15:15:52,0.09766,20.09277
2024-05-19 15:15:53,0.19531,25.65104
2024-05-19 15:15:54,0.09766,20.31250
2024-05-19 15:15:55,0.09668,19.20300
2024-05-19 15:15:56,0.19531,25.78125
2024-05-19 15:15:57,0.09766,20.26367
2024-05-19 15:15:58,0.19531,19.25049
2024-05-19 15:15:59,0.09766,20.03174
2024-05-19 15:16:00,0.19531,17.16797
2024-05-19 15:16:01,0.09766,20.36133
2024-05-19 15:16:02,0.19531,20.03174
2024-05-19 15:16:03,0.09668,25.15283
2024-05-19 15:16:04,0.19531,19.29932
2024-05-19 15:16:05,0.09766,20.31250
2024-05-19 15:16:06,0.19531,19.21387
2024-05-19 15:16:07,0.09766,26.77409
2024-05-19 15:16:08,0.19531,19.15283
2024-05-19 15:16:09,0.09766,19.43359
2024-05-19 15:16:10,0.19531,17.81250
2024-05-19 15:16:11,0.09766,26.07422
2024-05-19 15:16:12,0.19531,19.16504
2024-05-19 15:16:13,0.09766,19.97070
2024-05-19 15:16:14,0.19531,25.37435
2024-05-19 15:16:15,0.09766,20.20264
2024-05-19 15:16:16,0.09766,18.98193
2024-05-19 15:16:17,0.19531,25.81380
2024-05-19 15:16:18,0.09766,20.34912
2024-05-19 15:16:19,0.19531,19.68994
2024-05-19 15:16:20,0.09766,14.97396
2024-05-19 15:16:21,0.19531,16.65039
2024-05-19 15:16:22,0.09766,25.73242
2024-05-19 15:16:23,0.19336,15.79746
2024-05-19 15:16:24,0.09766,25.19531
2024-05-19 15:16:25,0.19531,25.56966
2024-05-19 15:16:26,0.09766,20.14160
2024-05-19 15:16:27,0.09766,19.10400
2024-05-19 15:16:28,0.19531,20.48340
2024-05-19 15:16:29,0.09766,19.31152
2024-05-19 15:16:30,0.19531,17.24609
2024-05-19 15:16:31,0.19336,20.71362
2024-05-19 15:16:32,0.09766,26.18815
2024-05-19 15:16:33,0.19531,19.16504
2024-05-19 15:16:34,0.09766,20.09277
2024-05-19 15:16:35,0.09766,25.71615
2024-05-19 15:16:36,0.19531,19.98291
2024-05-19 15:16:37,0.09766,19.28711
2024-05-19 15:16:38,0.19531,25.76497
2024-05-19 15:16:39,0.09766,20.37354
2024-05-19 15:16:40,0.19531,17.32422
2024-05-19 15:16:41,0.09766,19.76318
2024-05-19 15:16:42,0.19531,20.01953
2024-05-19 15:16:43,0.09766,25.66732
2024-05-19 15:16:44,0.19531,19.95850
2024-05-19 15:16:45,0.09766,25.71615
2024-05-19 15:16:46,0.19531,19.37256
2024-05-19 15:16:47,0.09766,20.10498
2024-05-19 15:16:48,0.09766,25.58594
2024-05-19 15:16:49,0.19531,16.38672
2024-05-19 15:16:50,0.09766,17.39258
